Division,School,Number_of_Students_Missing_10%_or_More_of_the_Days_Enrolled,Number_of_Students_Enrolled_for_Half_the_Year_or_More,Chronic_Absenteeism_Rate,Dropouts,Students_in_the_Cohort,Cohort_Dropout_Rate,Diplomas,GEDs,Certificates_of_Completion,Still_Enrolled,Graduation_Completion_Index,End_of_Year_Average_Daily_Membership,School_Level_Expenditures_Per_Pupil_Federal,School_Level_Expenditures_Per_Pupil_State,School_Level_Expenditures_Per_Pupil_Subtotal,Division_Level_Expenditures_Per_Pupil_Federal,Division_Level_Expenditures_Per_Pupil_State,Division_Level_Expenditures_Per_Pupil_Subtotal,Total_Per_Pupil_Expenditures,Per_Pupil_Exclusions,Total_Expenditures,Per_Pupil_Federal_Funds,Per_Pupil_State_Funds,Poverty_Level,Percent_of_Inexperienced_Teachers,Percent_of_Out_of_Field_Teachers,Percent_of_Out_of_Field_and_Inexperienced_Teachers,NCES_School_ID,State_School_ID,NCES_District_ID,State_District_ID,Low_Grade*,High_Grade*,County_Name*,Street_Address,City,State,ZIP,Final_Location_,Latitude,Longitude,ZIP_4_digit,Phone,Locale_Code*,Locale*,Charter,Magnet*,Title_I_School*,Title_1_School_Wide*,Students*,Teachers*,Student_Teacher_Ratio*,Free_Lunch*,Reduced_Lunch*,Directly_Certified*,Type,Status,county,CENSUSTRACT_FIPS,SDI_score,PovertyLT100_FPL_score,Single_Parent_Fam_score,Education_LT12years_score,HHNo_Vehicle_score,HHRenter_Occupied_score,HHCrowding_score,Nonemployed_score,sdi,pct_Poverty_LT100,pct_Single_Parent_Fam,pct_Education_LT12years,pct_NonEmployed,pctHH_No_Vehicle,pctHH_Renter_Occupied,pctHH_Crowding,CensusTract_population
Albemarle County Public Schools,STONY POINT ELEMENTARY,30.0,176.0,17.05,,,,,,,,,187.7,800.0,13657.0,14457.0,471.0,3799.0,4270.0,18727.0,150001.0,3515095.0,1271.0,17456.0,Low Poverty,0.0,5.3,0.0,510009000033,VA-002-0020240,5100090,VA-002,PK,5,Albemarle County,3893 Stony Point Road,Keswick,VA,22947,Albemarle County 3893 Stony Point Road Keswick VA 22947,38.111807,-78.3695566,1503.0,(434)973-6405,41,Rural: Fringe,No,No,No,†,188,17,11.06,64,12,–,Regular,Open,albemarle county,51003,40.0,43.5,34.40909091,43.54545455,38.90909091,54.63636364,30.22727273,26.13636364,-0.346225805,0.1468094763,0.09562116599,0.09203828791,0.03197317535,0.08148457744,0.4079894739,0.02978685415,106355
Albemarle County Public Schools,VIRGINIA L. MURRAY ELEMENTARY,32.0,280.0,11.43,,,,,,,,,264.9,521.0,12054.0,12575.0,471.0,3799.0,4270.0,16845.0,176537.0,4462120.0,992.0,15853.0,Low Poverty,12.0,0.0,0.0,510009000003,VA-002-0020910,5100090,VA-002,PK,5,Albemarle County,3251 Morgantown Road,Charlottesville,VA,22903,Albemarle County 3251 Morgantown Road Charlottesville VA 22903,38.0580286,-78.6124754,7053.0,(434)977-4599,41,Rural: Fringe,No,No,No,†,268,20,13.4,12,5,–,Regular,Open,albemarle county,51003,40.0,43.5,34.40909091,43.54545455,38.90909091,54.63636364,30.22727273,26.13636364,-0.346225805,0.1468094763,0.09562116599,0.09203828791,0.03197317535,0.08148457744,0.4079894739,0.02978685415,106355
Albemarle County Public Schools,WESTERN ALBEMARLE HIGH,127.0,1141.0,11.13,6,281,2.14,273,2,0,2,97.5,1137.72,430.0,10502.0,10932.0,471.0,3799.0,4270.0,15202.0,1233223.0,17295806.0,901.0,14301.0,Low Poverty,1.9,2.8,0.9,510009000035,VA-002-0020140,5100090,VA-002,9,12,Albemarle County,5941 Rockfish Gap Turnpike,Crozet,VA,22932,Albemarle County 5941 Rockfish Gap Turnpike Crozet VA 22932,38.0469516,-78.7066091,3401.0,(434)823-8700,41,Rural: Fringe,No,Yes,No,†,1152,73.21,15.74,105,23,–,Regular,Open,albemarle county,51003,40.0,43.5,34.40909091,43.54545455,38.90909091,54.63636364,30.22727273,26.13636364,-0.346225805,0.1468094763,0.09562116599,0.09203828791,0.03197317535,0.08148457744,0.4079894739,0.02978685415,106355
Albemarle County Public Schools,WOODBROOK ELEMENTARY,161.0,548.0,29.38,,,,,,,,,577.32,829.0,11353.0,12181.0,471.0,3799.0,4270.0,16451.0,319926.0,9497609.0,1300.0,15152.0,Medium Poverty,8.7,4.3,4.3,510009000036,VA-002-0020930,5100090,VA-002,PK,5,Albemarle County,100 Woodbrook Drive,Charlottesville,VA,22901,Albemarle County 100 Woodbrook Drive Charlottesville VA 22901,38.0876152,-78.4646877,1147.0,(434)973-6600,23,Suburb: Small,No,No,Yes,No,562,54.13,10.38,292,69,–,Regular,Open,albemarle county,51003,40.0,43.5,34.40909091,43.54545455,38.90909091,54.63636364,30.22727273,26.13636364,-0.346225805,0.1468094763,0.09562116599,0.09203828791,0.03197317535,0.08148457744,0.4079894739,0.02978685415,106355
Albemarle County Public Schools,CENTER II,,,,,,,,,,,,,,,,,,,,,,,,,,,,510009003118,VA-002-0020060,5100090,VA-002,†,†,†,401 McIntire Road,Charlottesville,VA,22902,† 401 McIntire Road Charlottesville VA 22902,38.0348973,-78.4834528,,(434)296-5820,†,N,No,†,†,†,†,†,†,†,†,†,Other/Alternative,Future,albemarle county,51003,40.0,43.5,34.40909091,43.54545455,38.90909091,54.63636364,30.22727273,26.13636364,-0.346225805,0.1468094763,0.09562116599,0.09203828791,0.03197317535,0.08148457744,0.4079894739,0.02978685415,106355
Albemarle County Public Schools,ELEMENTARY SCHOOL #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,510009003121,VA-002-0020034,5100090,VA-002,PK,5,†,401 McIntire Road,Charlottesville,VA,22902,† 401 McIntire Road Charlottesville VA 22902,38.0348973,-78.4834528,,(434)296-5820,†,N,No,†,†,†,†,†,†,†,†,†,Regular,Future,albemarle county,51003,40.0,43.5,34.40909091,43.54545455,38.90909091,54.63636364,30.22727273,26.13636364,-0.346225805,0.1468094763,0.09562116599,0.09203828791,0.03197317535,0.08148457744,0.4079894739,0.02978685415,106355
Albemarle County Public Schools,MERIWETHER LEWIS ELEMENTARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,510009000028,VA-002-0020250,5100090,VA-002,KG,5,Albemarle County,1610 Owensville Road,Charlottesville,VA,22901,Albemarle County 1610 Owensville Road Charlottesville VA 22901,38.0805626,-78.5982635,9407.0,(434)293-9304,41,Rural: Fringe,No,No,No,†,321,21.2,15.14,35,7,–,Regular,Open,albemarle county,51003,40.0,43.5,34.40909091,43.54545455,38.90909091,54.63636364,30.22727273,26.13636364,-0.346225805,0.1468094763,0.09562116599,0.09203828791,0.03197317535,0.08148457744,0.4079894739,0.02978685415,106355
Albemarle County Public Schools,MONTICELLO GOVERNOR'S HEALTH SCIENCES ACADEMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,510009002974,VA-002-0020350,5100090,VA-002,†,†,Albemarle County,1400 Independence Way,Charlottesville,VA,22902,Albemarle County 1400 Independence Way Charlottesville VA 22902,38.0001493,-78.4916323,,(434)244-3100,23,Suburb: Small,No,Yes,No,†,†,0.5,†,†,†,†,Vocational,Open,albemarle county,51003,40.0,43.5,34.40909091,43.54545455,38.90909091,54.63636364,30.22727273,26.13636364,-0.346225805,0.1468094763,0.09562116599,0.09203828791,0.03197317535,0.08148457744,0.4079894739,0.02978685415,106355
Alexandria City Public Schools,ALEXANDRIA CITY HIGH SCHOOL,705.0,4554.0,15.48,146,1138,12.83,958,14,3,35,84.4,4289.85,476.0,14768.0,15244.0,945.0,4703.0,5647.0,20891.0,4817259.0,89620441.0,1421.0,19471.0,Medium Poverty,4.5,10.4,2.1,510012000054,VA-101-1010210,5100120,VA-101,9,12,Alexandria city,3330 King St,Alexandria,VA,22302,Alexandria city 3330 King St Alexandria VA 22302,38.824119,-77.0848313,,(703)824-6800,12,City: Midsize,No,No,No,†,4402,276.25,15.93,1578,342,–,Regular,Open,alexandria city,51510,44.5,35.13157895,40.73684211,29.36842105,59.65789474,71.68421053,54.23684211,24.68421053,-0.2075818122,0.08889380686,0.118294908,0.06705078412,0.0317849612,0.08294600907,0.5381143864,0.03984154203,156505
Alexandria City Public Schools,CHARLES BARRETT ELEMENTARY,73.0,493.0,14.81,,,,,,,,,566.57,0.0,13039.0,13039.0,945.0,4703.0,5647.0,18687.0,71475.0,10587298.0,945.0,17742.0,Medium Poverty,7.9,5.3,5.3,510012000038,VA-101-1010120,5100120,VA-101,PK,5,Alexandria city,1115 Martha Custis Dr,Alexandria,VA,22302,Alexandria city 1115 Martha Custis Dr Alexandria VA 22302,38.8421026,-77.0769974,,(703)824-6960,12,City: Midsize,No,No,No,†,547,36,15.19,157,34,–,Regular,Open,alexandria city,51510,44.5,35.13157895,40.73684211,29.36842105,59.65789474,71.68421053,54.23684211,24.68421053,-0.2075818122,0.08889380686,0.118294908,0.06705078412,0.0317849612,0.08294600907,0.5381143864,0.03984154203,156505
Alexandria City Public Schools,CORA KELLY SCHOOL FOR MATH SCIENCE AND TECHNOLOGY,25.0,263.0,9.51,,,,,,,,,277.41,2845.0,23590.0,26435.0,945.0,4703.0,5647.0,32082.0,174747.0,8899944.0,3790.0,28293.0,Medium Poverty,4.2,16.7,0.0,510012001826,VA-101-1010160,5100120,VA-101,PK,5,Alexandria city,3600 Commonwealth Ave,Alexandria,VA,22305,Alexandria city 3600 Commonwealth Ave Alexandria VA 22305,38.8377994,-77.0576157,,(703)706-4420,12,City: Midsize,No,No,Yes,Yes,278,22,12.64,275,0,–,Regular,Open,alexandria city,51510,44.5,35.13157895,40.73684211,29.36842105,59.65789474,71.68421053,54.23684211,24.68421053,-0.2075818122,0.08889380686,0.118294908,0.06705078412,0.0317849612,0.08294600907,0.5381143864,0.03984154203,156505
Alexandria City Public Schools,DOUGLAS MACARTHUR ELEMENTARY,85.0,559.0,15.21,,,,,,,,,571.12,0.0,13037.0,13037.0,945.0,4703.0,5647.0,18684.0,153035.0,10670943.0,945.0,17740.0,Medium Poverty,9.1,6.1,0.0,510012000039,VA-101-1010110,5100120,VA-101,PK,5,Alexandria city,1101 Janneys Ln,Alexandria,VA,22302,Alexandria city 1101 Janneys Ln Alexandria VA 22302,38.8151886,-77.0824381,,(703)461-4190,12,City: Midsize,No,No,No,†,562,31.73,17.71,190,50,–,Regular,Open,alexandria city,51510,44.5,35.13157895,40.73684211,29.36842105,59.65789474,71.68421053,54.23684211,24.68421053,-0.2075818122,0.08889380686,0.118294908,0.06705078412,0.0317849612,0.08294600907,0.5381143864,0.03984154203,156505
Alexandria City Public Schools,FERDINAND T. DAY ELEMENTARY,105.0,579.0,18.13,,,,,,,,,599.15,535.0,10486.0,11021.0,945.0,4703.0,5647.0,16668.0,153828.0,9986655.0,1480.0,15189.0,Medium Poverty,3.0,0.0,0.0,510012003053,VA-101-1010350,5100120,VA-101,PK,5,Alexandria city,1701 N Beauregard Street,Alexandria,VA,22311,Alexandria city 1701 N Beauregard Street Alexandria VA 22311,38.8320105,-77.1236177,,(703)619-8125,12,City: Midsize,No,No,Yes,Yes,571,28,20.39,342,66,–,Regular,Open,alexandria city,51510,44.5,35.13157895,40.73684211,29.36842105,59.65789474,71.68421053,54.23684211,24.68421053,-0.2075818122,0.08889380686,0.118294908,0.06705078412,0.0317849612,0.08294600907,0.5381143864,0.03984154203,156505
Alexandria City Public Schools,FRANCIS C. HAMMOND MIDDLE,168.0,1495.0,11.24,,,,,,,,,1428.89,755.0,13362.0,14117.0,945.0,4703.0,5647.0,19764.0,386489.0,28241068.0,1700.0,18065.0,Medium Poverty,8.3,18.3,5.8,510012003016,VA-101-1010140,5100120,VA-101,6,8,Alexandria city,4646 Seminary Road,Alexandria,VA,22304,Alexandria city 4646 Seminary Road Alexandria VA 22304,38.8259005,-77.1122677,,(703)461-4100,12,City: Midsize,No,No,Yes,Yes,1423,119,11.96,950,201,–,Regular,Open,alexandria city,51510,44.5,35.13157895,40.73684211,29.36842105,59.65789474,71.68421053,54.23684211,24.68421053,-0.2075818122,0.08889380686,0.118294908,0.06705078412,0.0317849612,0.08294600907,0.5381143864,0.03984154203,156505
Alexandria City Public Schools,GEORGE MASON ELEMENTARY,51.0,309.0,16.5,,,,,,,,,343.42,30.0,16840.0,16870.0,945.0,4703.0,5647.0,22518.0,136284.0,7733029.0,975.0,21543.0,Medium Poverty,4.2,0.0,0.0,510012000041,VA-101-1010100,5100120,VA-101,PK,5,Alexandria city,2601 Cameron Mills Rd,Alexandria,VA,22302,Alexandria city 2601 Cameron Mills Rd Alexandria VA 22302,38.8284462,-77.0730853,,(703)706-4470,12,City: Midsize,No,No,No,†,345,24.47,14.1,113,17,–,Regular,Open,alexandria city,51510,44.5,35.13157895,40.73684211,29.36842105,59.65789474,71.68421053,54.23684211,24.68421053,-0.2075818122,0.08889380686,0.118294908,0.06705078412,0.0317849612,0.08294600907,0.5381143864,0.03984154203,156505
Alexandria City Public Schools,GEORGE WASHINGTON MIDDLE,160.0,1379.0,11.6,,,,,,,,,1406.97,44.0,13407.0,13451.0,945.0,4703.0,5647.0,19099.0,255143.0,26871453.0,989.0,18110.0,Medium Poverty,7.8,11.7,1.9,510012002999,VA-101-1010130,5100120,VA-101,6,8,Alexandria city,1005 Mount Vernon Avenue,Alexandria,VA,22301,Alexandria city 1005 Mount Vernon Avenue Alexandria VA 22301,38.8158603,-77.0554569,,(703)706-4500,12,City: Midsize,No,No,No,†,1441,101.25,14.23,640,108,–,Regular,Open,alexandria city,51510,44.5,35.13157895,40.73684211,29.36842105,59.65789474,71.68421053,54.23684211,24.68421053,-0.2075818122,0.08889380686,0.118294908,0.06705078412,0.0317849612,0.08294600907,0.5381143864,0.03984154203,156505
Alexandria City Public Schools,JAMES K. POLK ELEMENTARY,116.0,793.0,14.63,,,,,,,,,768.92,522.0,11958.0,12480.0,945.0,4703.0,5647.0,18128.0,113724.0,13938795.0,1467.0,16661.0,Medium Poverty,8.5,10.6,4.3,510012000043,VA-101-1010220,5100120,VA-101,PK,5,Alexandria city,5000 Polk Ave,Alexandria,VA,22304,Alexandria city 5000 Polk Ave Alexandria VA 22304,38.8215225,-77.1160662,,(703)461-4180,12,City: Midsize,No,No,Yes,Yes,755,44.7,16.89,452,89,–,Regular,Open,alexandria city,51510,44.5,35.13157895,40.73684211,29.36842105,59.65789474,71.68421053,54.23684211,24.68421053,-0.2075818122,0.08889380686,0.118294908,0.06705078412,0.0317849612,0.08294600907,0.5381143864,0.03984154203,156505
Alexandria City Public Schools,JEFFERSON-HOUSTON PK-8 SCHOOL,128.0,557.0,22.98,,,,,,,,,646.92,764.0,15044.0,15808.0,945.0,4703.0,5647.0,21455.0,85391.0,13879642.0,1709.0,19747.0,Medium Poverty,9.3,9.3,3.7,510012000044,VA-101-1010090,5100120,VA-101,PK,8,Alexandria city,1501 Cameron St,Alexandria,VA,22314,Alexandria city 1501 Cameron St Alexandria VA 22314,38.808204,-77.0545575,,(703)706-4400,12,City: Midsize,No,No,Yes,Yes,641,50.71,12.64,375,43,–,Regular,Open,alexandria city,51510,44.5,35.13157895,40.73684211,29.36842105,59.65789474,71.68421053,54.23684211,24.68421053,-0.2075818122,0.08889380686,0.118294908,0.06705078412,0.0317849612,0.08294600907,0.5381143864,0.03984154203,156505
Alexandria City Public Schools,JOHN ADAMS ELEMENTARY,167.0,713.0,23.42,,,,,,,,,730.42,1532.0,15120.0,16652.0,945.0,4703.0,5647.0,22300.0,203420.0,16288111.0,2477.0,19823.0,Medium Poverty,4.3,19.1,2.1,510012000045,VA-101-1010230,5100120,VA-101,PK,5,Alexandria city,5651 Rayburn Ave,Alexandria,VA,22311,Alexandria city 5651 Rayburn Ave Alexandria VA 22311,38.833614,-77.1257,,(703)824-6970,12,City: Midsize,No,Yes,Yes,Yes,691,41.5,16.65,494,154,–,Regular,Open,alexandria city,51510,44.5,35.13157895,40.73684211,29.36842105,59.65789474,71.68421053,54.23684211,24.68421053,-0.2075818122,0.08889380686,0.118294908,0.06705078412,0.0317849612,0.08294600907,0.5381143864,0.03984154203,156505
Alexandria City Public Schools,LYLES-CROUCH ELEMENTARY,55.0,405.0,13.58,,,,,,,,,406.5,0.0,14678.0,14678.0,945.0,4703.0,5647.0,20326.0,91893.0,8262398.0,945.0,19381.0,Low Poverty,11.5,11.5,7.7,510012000047,VA-101-1010080,5100120,VA-101,PK,5,Alexandria city,530 S St Asaph St,Alexandria,VA,22314,Alexandria city 530 S St Asaph St Alexandria VA 22314,38.7998158,-77.0472377,,(703)706-4430,12,City: Midsize,No,No,No,†,393,27,14.56,79,15,–,Regular,Open,alexandria city,51510,44.5,35.13157895,40.73684211,29.36842105,59.65789474,71.68421053,54.23684211,24.68421053,-0.2075818122,0.08889380686,0.118294908,0.06705078412,0.0317849612,0.08294600907,0.5381143864,0.03984154203,156505
Alexandria City Public Schools,MOUNT VERNON ELEMENTARY,148.0,862.0,17.17,,,,,,,,,890.53,28.0,11596.0,11624.0,945.0,4703.0,5647.0,17271.0,198143.0,15380647.0,973.0,16299.0,Medium Poverty,4.0,26.0,0.0,510012000050,VA-101-1010030,5100120,VA-101,PK,5,Alexandria city,2601 Commonwealth Ave,Alexandria,VA,22305,Alexandria city 2601 Commonwealth Ave Alexandria VA 22305,38.8283226,-77.0600856,,(703)706-4460,12,City: Midsize,No,Yes,No,†,885,48,18.44,407,44,–,Regular,Open,alexandria city,51510,44.5,35.13157895,40.73684211,29.36842105,59.65789474,71.68421053,54.23684211,24.68421053,-0.2075818122,0.08889380686,0.118294908,0.06705078412,0.0317849612,0.08294600907,0.5381143864,0.03984154203,156505
Alexandria City Public Schools,NAOMI L. BROOKS ELEMENTARY,61.0,327.0,18.65,,,,,,,,,342.11,0.0,14786.0,14786.0,945.0,4703.0,5647.0,20434.0,116391.0,6990520.0,945.0,19489.0,Low Poverty,4.8,4.8,0.0,510012000048,VA-101-1010060,5100120,VA-101,PK,5,Alexandria city,600 Russell Rd,Alexandria,VA,22301,Alexandria city 600 Russell Rd Alexandria VA 22301,38.8127708,-77.0651709,,(703)706-4440,12,City: Midsize,No,No,No,†,338,22,15.36,116,4,–,Regular,Open,alexandria city,51510,44.5,35.13157895,40.73684211,29.36842105,59.65789474,71.68421053,54.23684211,24.68421053,-0.2075818122,0.08889380686,0.118294908,0.06705078412,0.0317849612,0.08294600907,0.5381143864,0.03984154203,156505
Alexandria City Public Schools,PATRICK HENRY K-8 SCHOOL,158.0,964.0,16.39,,,,,,,,,930.99,518.0,11157.0,11675.0,945.0,4703.0,5647.0,17322.0,195407.0,16126671.0,1463.0,15860.0,Medium Poverty,3.4,6.9,1.7,510012000052,VA-101-1010050,5100120,VA-101,PK,8,Alexandria city,4643 Taney Ave,Alexandria,VA,22304,Alexandria city 4643 Taney Ave Alexandria VA 22304,38.816931,-77.1116609,,(703)461-4170,12,City: Midsize,No,No,Yes,Yes,896,53.1,16.87,549,127,–,Regular,Open,alexandria city,51510,44.5,35.13157895,40.73684211,29.36842105,59.65789474,71.68421053,54.23684211,24.68421053,-0.2075818122,0.08889380686,0.118294908,0.06705078412,0.0317849612,0.08294600907,0.5381143864,0.03984154203,156505
Alexandria City Public Schools,SAMUEL W. TUCKER ELEMENTARY,205.0,721.0,28.43,,,,,,,,,760.79,35.0,12344.0,12379.0,945.0,4703.0,5647.0,18027.0,252546.0,13714466.0,980.0,17047.0,Medium Poverty,4.9,2.4,0.0,510012002549,VA-101-1010333,5100120,VA-101,PK,5,Alexandria city,435 Ferdinand Day Dr,Alexandria,VA,22304,Alexandria city 435 Ferdinand Day Dr Alexandria VA 22304,38.8054839,-77.1264943,,(703)933-6300,12,City: Midsize,No,No,No,†,729,42.8,17.03,385,69,–,Regular,Open,alexandria city,51510,44.5,35.13157895,40.73684211,29.36842105,59.65789474,71.68421053,54.23684211,24.68421053,-0.2075818122,0.08889380686,0.118294908,0.06705078412,0.0317849612,0.08294600907,0.5381143864,0.03984154203,156505
Alexandria City Public Schools,WILLIAM RAMSAY ELEMENTARY,141.0,572.0,24.65,,,,,,,,,633.34,697.0,14764.0,15461.0,945.0,4703.0,5647.0,21109.0,318663.0,13369063.0,1642.0,19467.0,High Poverty,5.4,5.4,0.0,510012000055,VA-101-1010190,5100120,VA-101,PK,5,Alexandria city,5700 Sanger Ave,Alexandria,VA,22311,Alexandria city 5700 Sanger Ave Alexandria VA 22311,38.8280352,-77.131489,,(703)824-6950,12,City: Midsize,No,No,Yes,Yes,598,34,17.59,595,0,–,Regular,Open,alexandria city,51510,44.5,35.13157895,40.73684211,29.36842105,59.65789474,71.68421053,54.23684211,24.68421053,-0.2075818122,0.08889380686,0.118294908,0.06705078412,0.0317849612,0.08294600907,0.5381143864,0.03984154203,156505
Alexandria City Public Schools,EARLY CHILDHOOD CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,510012003057,VA-101-1010360,5100120,VA-101,PK,PK,Alexandria city,5651 Rayburn Avenue,Alexandria,VA,22311,Alexandria city 5651 Rayburn Avenue Alexandria VA 22311,38.833614,-77.1257,,(703)824-6970,12,City: Midsize,No,No,No,†,179,16,11.19,–,–,–,Regular,Open,alexandria city,51510,44.5,35.13157895,40.73684211,29.36842105,59.65789474,71.68421053,54.23684211,24.68421053,-0.2075818122,0.08889380686,0.118294908,0.06705078412,0.0317849612,0.08294600907,0.5381143864,0.03984154203,156505
Alexandria City Public Schools,GOVERNOR'S HEALTH SCIENCE ACADEMY AT T.C. WILLIAMS HIGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,510012003067,VA-101-1010370,5100120,VA-101,†,†,Alexandria city,3330 King Street,Alexandria,VA,22302,Alexandria city 3330 King Street Alexandria VA 22302,38.824119,-77.0848313,,(703)619-8020,12,City: Midsize,No,No,No,†,†,6.42,†,†,†,†,Vocational,Open,alexandria city,51510,44.5,35.13157895,40.73684211,29.36842105,59.65789474,71.68421053,54.23684211,24.68421053,-0.2075818122,0.08889380686,0.118294908,0.06705078412,0.0317849612,0.08294600907,0.5381143864,0.03984154203,156505
Alleghany Highlands Public Schools,ALLEGHANY HIGH,221.0,579.0,38.17,4,161,2.48,150,4,1,6,94.3,576.66,311.0,7581.0,7892.0,251.0,4478.0,4728.0,12620.0,37991.0,7277507.0,562.0,12059.0,Medium Poverty,9.8,21.6,3.9,510015201883,VA-003-0030310,5100152,VA-003,9,12,Alleghany County,210 Mountaineer Drive,Covington,VA,24426,Alleghany County 210 Mountaineer Drive Covington VA 24426,37.7889732,-79.908513,,(540)863-1700,42,Rural: Distant,No,No,No,†,582,40.52,14.36,226,28,–,Regular,Open,alleghany county,51005,48.16666667,67.16666667,36.83333333,66.0,46.5,28.5,28.66666667,36.16666667,-0.06975197617,0.1841338033,0.094698597,0.1390390033,0.04921837333,0.05272323633,0.2018485967,0.009067514533,15286
Alleghany Highlands Public Schools,CALLAGHAN ELEMENTARY,75.0,244.0,30.74,,,,,,,,,254.53,1011.0,5618.0,6629.0,251.0,4478.0,4728.0,11358.0,0.0,2890835.0,1262.0,10096.0,Medium Poverty,11.1,11.1,11.1,510015201885,VA-003-0030110,5100152,VA-003,PK,5,Alleghany County,4050 Midland Trail,Covington,VA,24426,Alleghany County 4050 Midland Trail Covington VA 24426,37.8132039,-80.0781558,,(540)965-1810,42,Rural: Distant,No,No,Yes,Yes,257,14.5,17.72,89,27,–,Regular,Open,alleghany county,51005,48.16666667,67.16666667,36.83333333,66.0,46.5,28.5,28.66666667,36.16666667,-0.06975197617,0.1841338033,0.094698597,0.1390390033,0.04921837333,0.05272323633,0.2018485967,0.009067514533,15286
Alleghany Highlands Public Schools,JETER-WATSON ELEMENTARY,253.0,589.0,42.95,,,,,,,,,275.08,1361.0,7672.0,9033.0,335.0,3610.0,3945.0,12978.0,0.0,3570088.0,1696.0,11282.0,Medium Poverty,7.3,7.3,4.9,510015200369,VA-003-0030360,5100152,VA-003,PK,7,†,560 West Indian Valley Road,Covington,VA,24426,† 560 West Indian Valley Road Covington VA 24426,37.7535032,-79.9950577,,(540)965-1430,†,N,No,†,†,†,†,†,†,†,†,†,Regular,Changed Agency,alleghany county,51005,48.16666667,67.16666667,36.83333333,66.0,46.5,28.5,28.66666667,36.16666667,-0.06975197617,0.1841338033,0.094698597,0.1390390033,0.04921837333,0.05272323633,0.2018485967,0.009067514533,15286
Alleghany Highlands Public Schools,MOUNTAIN VIEW ELEMENTARY,138.0,423.0,32.62,,,,,,,,,460.69,1282.0,7209.0,8491.0,251.0,4478.0,4728.0,13219.0,0.0,6090003.0,1533.0,11687.0,Medium Poverty,22.6,19.4,9.7,510015201938,VA-003-0031041,5100152,VA-003,PK,5,Alleghany County,100 Gleason Dr.,Covington,VA,24426,Alleghany County 100 Gleason Dr. Covington VA 24426,37.7991557,-79.8751836,,(540)863-1737,41,Rural: Fringe,No,No,Yes,Yes,470,28,16.79,377,0,–,Regular,Open,alleghany county,51005,48.16666667,67.16666667,36.83333333,66.0,46.5,28.5,28.66666667,36.16666667,-0.06975197617,0.1841338033,0.094698597,0.1390390033,0.04921837333,0.05272323633,0.2018485967,0.009067514533,15286
Alleghany Highlands Public Schools,SHARON ELEMENTARY,46.0,179.0,25.7,,,,,,,,,190.32,543.0,8574.0,9117.0,251.0,4478.0,4728.0,13845.0,0.0,2635027.0,794.0,13052.0,Medium Poverty,5.6,11.1,5.6,510015201891,VA-003-0030090,5100152,VA-003,PK,5,Alleghany County,100 Sharon Circle,Clifton Forge,VA,24422,Alleghany County 100 Sharon Circle Clifton Forge VA 24422,37.816239,-79.8244947,,(540)863-1712,41,Rural: Fringe,No,No,Yes,Yes,191,13.5,14.15,121,0,–,Regular,Open,alleghany county,51005,48.16666667,67.16666667,36.83333333,66.0,46.5,28.5,28.66666667,36.16666667,-0.06975197617,0.1841338033,0.094698597,0.1390390033,0.04921837333,0.05272323633,0.2018485967,0.009067514533,15286
Alleghany Highlands Public Schools,CLIFTON MIDDLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,510015201888,VA-003-0031040,5100152,VA-003,6,8,Alleghany County,100 Sharon Circle,Clifton Forge,VA,24422,Alleghany County 100 Sharon Circle Clifton Forge VA 24422,37.816239,-79.8244947,,(540)863-1726,41,Rural: Fringe,No,No,No,†,411,34.7,11.84,198,22,–,Regular,Open,alleghany county,51005,48.16666667,67.16666667,36.83333333,66.0,46.5,28.5,28.66666667,36.16666667,-0.06975197617,0.1841338033,0.094698597,0.1390390033,0.04921837333,0.05272323633,0.2018485967,0.009067514533,15286
Alleghany Highlands Public Schools,COVINGTON HIGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,510015200367,VA-003-0030350,5100152,VA-003,8,12,†,606 S. Lexington Avenue,Covington,VA,24426,† 606 S. Lexington Avenue Covington VA 24426,37.7840684,-79.9916063,,(540)965-1410,†,N,No,†,†,†,†,†,†,†,†,†,Regular,Changed Agency,alleghany county,51005,48.16666667,67.16666667,36.83333333,66.0,46.5,28.5,28.66666667,36.16666667,-0.06975197617,0.1841338033,0.094698597,0.1390390033,0.04921837333,0.05272323633,0.2018485967,0.009067514533,15286
